1639657440,170464993,0.604094,-0.992518,0.200152
1639657440,170464993,0.604094,-0.992518,0.200152
1639657440,220468998,0.604094,-0.992518,0.200152
1639657440,280467033,0.604094,-0.992518,0.200152
1639657440,330462456,0.604094,-0.992518,0.200152
1639657440,370475292,0.604094,-0.992518,0.200152
1639657440,420465708,0.604094,-0.992518,0.200152
1639657440,460469723,0.604094,-0.992518,0.200152
1639657440,520462990,0.604094,-0.992518,0.200152
1639657440,560471296,0.604094,-0.992518,0.200152
1639657440,620469093,0.604094,-0.992518,0.200152
1639657440,670463324,0.604094,-0.992518,0.200152
1639657440,710481405,0.604094,-0.992518,0.200152
1639657440,770475626,0.604094,-0.992518,0.200152
1639657440,830466747,0.604094,-0.992518,0.200152
1639657440,880470514,0.604094,-0.992518,0.200152
1639657440,920474052,0.604101,-0.992514,0.200151
1639657440,970482588,0.604120,-0.992541,0.200198
1639657441,20468712,0.604150,-0.992656,0.200511
1639657441,70465088,0.604277,-0.992844,0.201038
1639657441,120511770,0.604519,-0.992968,0.201726
1639657441,170467854,0.604876,-0.993034,0.202582
1639657441,220485926,0.605355,-0.992978,0.203548
1639657441,280470371,0.606012,-0.992858,0.204682
1639657441,330471992,0.606647,-0.992676,0.205609
1639657441,380471945,0.607334,-0.992434,0.206463
1639657441,430470943,0.608059,-0.992139,0.207286
1639657441,460466146,0.608486,-0.991959,0.207770
1639657441,520467043,0.609336,-0.991619,0.208778
1639657441,570468426,0.610023,-0.991281,0.209584
1639657441,620469093,0.610725,-0.990724,0.210427
1639657441,680499077,0.611563,-0.989755,0.211366
1639657441,710470200,0.611984,-0.989137,0.211823
1639657441,780487061,0.612955,-0.987343,0.212765
1639657441,810470819,0.613341,-0.986489,0.213170
1639657441,870464563,0.614136,-0.984555,0.213989
1639657441,920466423,0.614778,-0.982799,0.214731
1639657441,960469961,0.615243,-0.981314,0.215297
1639657442,20462275,0.615912,-0.978903,0.216165
1639657442,70468187,0.616388,-0.976729,0.216935
1639657442,120460987,0.616809,-0.974281,0.217664
1639657442,170469522,0.617138,-0.971532,0.218220
1639657442,220468998,0.617341,-0.968574,0.218592
1639657442,270470381,0.617437,-0.965235,0.218608
1639657442,320467710,0.617444,-0.961457,0.218321
1639657442,370472908,0.617407,-0.957153,0.217853
1639657442,420467377,0.617275,-0.952167,0.217284
1639657442,480461836,0.617145,-0.945029,0.216572
1639657442,520478249,0.617072,-0.939327,0.216095
1639657442,580467463,0.617037,-0.928684,0.215416
1639657442,630462170,0.617151,-0.917398,0.214936
1639657442,680461407,0.617432,-0.903511,0.214486
1639657442,720494747,0.617815,-0.890532,0.214124
1639657442,780465126,0.618678,-0.867772,0.213496
1639657442,820473909,0.619423,-0.850493,0.213024
1639657442,880468607,0.620591,-0.821998,0.212214
1639657442,930470943,0.621557,-0.796223,0.211380
1639657442,980468512,0.622411,-0.769054,0.210457
1639657443,30467510,0.623106,-0.740679,0.209483
1639657443,80471277,0.623606,-0.711568,0.208589
1639657443,130468369,0.623772,-0.682091,0.207934
1639657443,170485497,0.623610,-0.658633,0.207665
1639657443,230466843,0.622804,-0.624401,0.207740
1639657443,280467510,0.621602,-0.597618,0.208293
1639657443,330465317,0.619974,-0.572708,0.209231
1639657443,370470762,0.618458,-0.554340,0.210140
1639657443,420467615,0.616868,-0.537918,0.211106
1639657443,460482597,0.616369,-0.532864,0.211420
1639657443,510474443,0.615846,-0.527438,0.211736
1639657443,570460796,0.615243,-0.521299,0.212068
1639657443,620466948,0.614640,-0.515442,0.212308
1639657443,680473804,0.613564,-0.505322,0.212482
1639657443,730470657,0.612401,-0.495078,0.212497
1639657443,760474205,0.611650,-0.488966,0.212476
1639657443,830475330,0.609933,-0.474982,0.212336
1639657443,860468626,0.609305,-0.469321,0.212281
1639657443,920463085,0.608325,-0.459167,0.212227
1639657443,970470905,0.608193,-0.454234,0.212152
1639657444,10498762,0.608911,-0.452740,0.212280
1639657444,70467472,0.610606,-0.452314,0.212543
1639657444,120466232,0.612300,-0.452821,0.212822
1639657444,180477619,0.614405,-0.453624,0.213516
1639657444,230470181,0.616069,-0.454203,0.214247
1639657444,260470867,0.616938,-0.454892,0.214550
1639657444,320467710,0.618524,-0.455527,0.214960
